0.56673E-01 0.97220E-02 0.97220E-02 304045119 0 0 13562 0.24244E+06 0.00000E+01 0.56673E-01 0.00000E+01 0.00000E+01 0
1 0.0624 0.0028298 25.653 497.74 0.0624
2 0.061631 0.0019966 25.916 745.62 0.061631
3 0.062303 0.0016073 29.187 1254.9 0.062303
4 0.05118 0.0015809 17.473 308.38 0.05118
5 0.049948 0.00087859 14.072 225.59 0.049948
6 0.052792 0.0013324 28.555 959.99 0.052792
7 0.059249 0.0021385 20.417 370.8 0.059249
8 0.0622 0.0017798 22.891 502.1 0.0622
9 0.057763 0.0010162 19.905 717.42 0.057763
10 0.054308 0.0019129 19.926 457.15 0.054308
11 0.05853 0.0015626 21.358 395.05 0.05853
12 0.05413 0.00077989 16.3 341.39 0.05413
13 0.057517 0.0016979 16.699 180.5 0.057517
14 0.055988 0.0010644 15.21 246.84 0.055988
15 0.055241 0.00083407 17.082 452.49 0.055241
16 0.055984 0.0024273 12.784 117.68 0.043785
17 0.057067 0.0013575 15.529 165.87 0.044823
18 0.057399 0.001362 15.665 293.45 0.044583
19 0.057481 0.0024589 24.526 410.83 0.055984
20 0.055209 0.0017872 19.03 452.45 0.057067
21 0.055339 0.0014588 26.846 1046.3 0.057399
22 0.050364 0.0014665 24.199 450.73 0.057481
23 0.052883 0.0012164 25.898 842.61 0.055209
24 0.052218 0.00091057 29.823 1519.1 0.055339
25 0.053492 0.0013635 16.472 274.5 0.050364
26 0.057156 0.0012983 18.401 285.97 0.052883
27 0.0551 0.00094368 19.728 437.75 0.052218
28 0.058772 0.0023592 14.42 181.1 0.053492
29 0.053654 0.00093497 18.172 264.39 0.057156
30 0.054509 0.00076993 19.377 542.04 0.0551
31 0.05961 0.0022748 22.707 407.66 0.058772
32 0.057302 0.0013466 13.941 237.88 0.053654
33 0.05818 0.0013298 15.98 295.7 0.054509
34 0.054809 0.0013853 21.587 320.39 0.05961
35 0.055739 0.0012614 18.8 310.36 0.057302
36 0.056148 0.0010345 25.859 894.18 0.05818
37 0.060833 0.0021624 14.298 145.31 0.054809
38 0.061754 0.0015935 18.105 451.98 0.055739
39 0.058982 0.00096348 20.845 778.95 0.056148
40 0.053984 0.0015334 20.108 389.61 0.060833
41 0.055814 0.0014614 20.643 502.91 0.061754
42 0.057943 0.0014191 18.481 483.81 0.058982
43 0.056038 0.0017136 16.068 287.86 0.053984
44 0.055908 0.0011043 20.947 729.57 0.055814
45 0.057969 0.0011683 27.709 943.81 0.057943
46 0.05674 0.0015074 17.298 372.44 0.056038
47 0.058551 0.0016406 15.801 381.44 0.055908
48 0.06054 0.0020957 22.802 703.99 0.057969
49 0.057291 0.0016634 15.029 184.4 0.05674
50 0.064194 0.0036608 22.416 642.85 0.058551
51 0.058073 0.00098219 39.165 2356.6 0.06054
52 0.054196 0.0013818 16.424 264.27 0.057291
53 0.057872 0.0018609 45.622 1793.4 0.064194
54 0.058686 0.0015637 19.135 452.27 0.058073
55 0.056532 0.0016921 14.423 168.23 0.054196
56 0.061452 0.0020116 25.724 878.99 0.057872
57 0.061461 0.0018943 30.146 1455.4 0.058686
58 0.062341 0.0030919 16.932 214.04 0.056532
59 0.057727 0.0016817 26.188 454.16 0.061452
60 0.058004 0.00093911 34.87 1209.1 0.061461
61 0.065944 0.0069208 28.056 661.46 0.062341
62 0.062056 0.0037151 23.306 509.02 0.057727
63 0.060128 0.0010607 18.317 414.76 0.058004
64 0.059233 0.0019062 59.369 2101.3 0.065944
65 0.063651 0.0039712 47.893 2156.3 0.062056
66 0.060622 0.0013248 19.958 563.38 0.060128
67 0.059508 0.0020259 18.205 239.91 0.059233
68 0.05747 0.0012717 49.912 2253.2 0.063651
69 0.059299 0.001108 24.725 741.0 0.060622
70 0.061582 0.0034352 19.259 300.8 0.059508
71 0.057642 0.0014876 17.703 331.5 0.05747
72 0.061322 0.0017165 21.139 452.48 0.059299
73 0.052861 0.0017272 31.555 811.58 0.061582
74 0.056025 0.0022974 20.646 435.08 0.057642
75 0.052996 0.00097116 31.668 1522.6 0.061322
76 0.052751 0.0014025 18.484 267.81 0.052861
77 0.052788 0.0010495 32.806 839.95 0.056025
78 0.053342 0.00084069 20.733 590.12 0.052996
79 0.051261 0.0012991 15.04 250.86 0.052751
80 0.055853 0.0028184 15.905 253.07 0.052788
81 0.052433 0.00078101 17.831 418.21 0.053342
82 0.057426 0.0033957 14.336 234.03 0.051261
83 0.058291 0.0013926 40.368 1666.8 0.055853
84 0.057157 0.0011225 16.852 350.7 0.052433
85 0.054913 0.001542 33.45 982.96 0.057426
86 0.05464 0.0012291 19.112 394.59 0.058291
87 0.055547 0.00087543 22.219 845.3 0.057157
88 0.051378 0.0015915 15.885 315.37 0.054913
89 0.052184 0.0010358 17.995 324.08 0.05464
90 0.051616 0.0010123 17.831 523.07 0.055547
91 0.062882 0.002726 17.523 278.53 0.051378
92 0.062435 0.0036693 15.88 281.62 0.052184
93 0.059915 0.0012158 22.187 915.04 0.051616
94 0.058675 0.0018479 24.523 545.07 0.062882
95 0.057728 0.0017086 47.015 2188.5 0.062435
96 0.058294 0.0011252 22.958 610.5 0.059915
97 0.056473 0.0029054 17.815 240.23 0.058675
98 0.0565 0.0019118 23.678 477.88 0.057728
99 0.056352 0.001379 21.837 756.33 0.058294
100 0.058818 0.0018783 29.103 830.76 0.056473
101 0.060504 0.0015639 27.069 930.86 0.0565
102 0.057203 0.00088053 27.686 976.5 0.056352
103 0.067062 0.0064134 18.064 295.34 0.058818
104 0.06114 0.0023707 20.679 435.69 0.060504
105 0.057948 0.00095132 17.415 441.47 0.057203
106 0.049402 0.0012104 54.098 1927.9 0.067062
107 0.051572 0.0015066 31.02 1109.7 0.06114
108 0.053423 0.0012355 18.573 546.68 0.057948
109 0.058542 0.0023022 13.86 188.54 0.049402
110 0.056305 0.0012948 23.371 624.01 0.051572
111 0.059505 0.0014939 26.165 1005.7 0.053423
112 0.051417 0.0015064 22.246 557.6 0.058542
113 0.052067 0.0013624 18.397 563.95 0.056305
114 0.052008 0.0012214 28.403 1016.2 0.059505
115 0.055334 0.0021979 16.573 187.58 0.051417
116 0.051636 0.001326 20.933 464.71 0.052067
117 0.052545 0.0009889 26.571 859.63 0.052008
118 0.049045 0.00138 22.469 448.18 0.055334
119 0.050744 0.0014292 20.545 635.28 0.051636
120 0.048918 0.00077807 21.293 539.23 0.052545
121 0.056211 0.0021696 15.917 215.72 0.049045
122 0.05322 0.0012235 22.532 529.13 0.050744
123 0.052914 0.00074936 17.995 328.97 0.048918
124 0.050592 0.0019061 21.834 358.65 0.056211
125 0.05133 0.0011627 18.392 414.66 0.05322
126 0.050752 0.00087937 16.022 239.1 0.052914
127 0.05837 0.002066 21.312 466.6 0.050592
128 0.057838 0.0020212 18.121 458.94 0.05133
129 0.054741 0.00090801 19.603 416.14 0.050752
130 0.057285 0.0025752 20.022 374.31 0.05837
131 0.053298 0.0011986 27.956 851.71 0.057838
132 0.055402 0.00097635 18.766 655.13 0.054741
133 0.057779 0.0017505 25.43 477.45 0.057285
134 0.059362 0.0015776 17.991 364.02 0.053298
135 0.059017 0.0011961 19.938 445.72 0.055402
136 0.054095 0.0014146 17.139 250.25 0.057779
137 0.057754 0.0014978 21.261 371.57 0.059362
138 0.059833 0.0014241 22.93 516.5 0.059017
139 0.056124 0.0017464 14.793 147.63 0.054095
140 0.062331 0.0030545 20.748 477.95 0.057754
141 0.05527 0.0010435 26.929 848.95 0.059833
142 0.063376 0.0034481 17.602 206.68 0.056124
143 0.061038 0.0016548 39.204 1365.8 0.062331
144 0.061791 0.0017856 21.36 865.61 0.05527
145 0.05817 0.0035024 30.777 915.24 0.063376
146 0.056571 0.001506 21.689 507.39 0.061038
147 0.057659 0.001102 32.694 1724.1 0.061791
148 0.063003 0.0025808 34.06 917.23 0.05817
149 0.064537 0.0032884 21.297 476.83 0.056571
150 0.06062 0.0016835 21.624 761.36 0.057659
151 0.056694 0.0019477 23.173 378.14 0.063003
152 0.059912 0.0016482 40.763 1612.5 0.064537
153 0.065678 0.008391 31.42 1660.7 0.06062
154 0.056159 0.0013916 19.434 365.74 0.056694
155 0.061195 0.0024908 22.008 324.28 0.059912
156 0.061081 0.0013785 144.54 10633.0 0.065678
157 0.055525 0.00233 14.017 200.48 0.056159
158 0.054243 0.001604 32.562 1089.4 0.061195
159 0.054584 0.0010492 25.533 754.15 0.061081
160 0.058592 0.001549 23.738 469.54 0.055525
161 0.059226 0.0010962 23.656 596.93 0.054243
162 0.059871 0.00093885 21.747 583.7 0.054584
163 0.057794 0.001932 14.955 253.84 0.058592
164 0.058165 0.0011495 14.806 165.56 0.059226
165 0.059829 0.0011643 17.741 561.68 0.059871
166 0.05462 0.0020237 18.911 287.79 0.057794
167 0.054619 0.0015666 15.81 321.44 0.058165
168 0.056584 0.0012587 22.017 552.08 0.059829
169 0.054883 0.0014024 20.959 402.33 0.05462
170 0.055672 0.001473 22.947 388.32 0.054619
171 0.057472 0.0012076 25.167 562.38 0.056584
172 0.055888 0.0017813 14.455 173.65 0.054883
173 0.062394 0.0026183 21.167 538.53 0.055672
174 0.058814 0.00099939 23.772 618.27 0.057472
175 0.057027 0.002038 18.03 314.38 0.055888
176 0.057879 0.0014014 33.572 916.09 0.062394
177 0.058419 0.0010988 19.225 515.2 0.058814
178 0.056135 0.001793 20.216 466.54 0.057027
179 0.055827 0.0011338 19.37 433.8 0.057879
180 0.057041 0.001287 21.281 806.01 0.058419
181 0.065966 0.003714 18.068 237.53 0.056135
182 0.063007 0.0021734 16.248 322.34 0.055827
183 0.064087 0.0021425 25.526 981.87 0.057041
184 0.053474 0.0014267 31.85 1012.4 0.065966
185 0.052496 0.001001 27.596 853.61 0.063007
186 0.054055 0.00094232 37.822 2226.0 0.064087
187 0.059632 0.0027256 15.092 156.92 0.053474
188 0.058791 0.0016298 15.254 280.91 0.052496
189 0.057406 0.0010352 19.723 422.76 0.054055
190 0.054138 0.0021171 25.856 398.58 0.059632
191 0.060174 0.001819 22.177 568.37 0.058791
192 0.057933 0.0013091 20.401 494.17 0.057406
193 0.058209 0.0023047 22.122 532.39 0.054138
194 0.054555 0.0010967 24.183 574.73 0.060174
195 0.055381 0.00099448 25.566 878.91 0.057933
196 0.054646 0.00198 22.397 421.26 0.058209
197 0.05365 0.0012815 16.082 268.8 0.054555
198 0.054888 0.0010295 20.316 587.69 0.055381
199 0.058058 0.0022973 20.497 251.89 0.054646
200 0.0561 0.0014917 19.109 571.98 0.05365
201 0.053208 0.00070505 21.22 513.11 0.054888
202 0.057998 0.0018162 22.383 395.29 0.058058
203 0.060761 0.00154 21.272 393.08 0.0561
204 0.058254 0.001059 14.992 275.42 0.053208
205 0.056215 0.0016941 17.715 306.22 0.057998
206 0.058351 0.0016614 20.275 467.23 0.060761
207 0.057606 0.001046 20.567 799.75 0.058254
208 0.060398 0.0023276 17.047 293.19 0.056215
