<histfile>
<run id="0" header=" xmin; xmax; Weight_MERGING=45; WeightError; Weight_MERGING=67.5; Weight_MERGING=90;">
<xsection name="Weight_MERGING=45">0 0</xsection>
<xsection name="Weight_MERGING=67.5">0 0</xsection>
<xsection name="Weight_MERGING=90">0 0</xsection>
<jethistograms njet="0">
<histogram name="log10d01" unit="[]" weight="all">
  0.0000e+00  3.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  3.0000e-02  6.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  6.0000e-02  9.0000e-02  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  9.0000e-02  1.2000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.2000e-01  1.5000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.5000e-01  1.8000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.8000e-01  2.1000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  2.1000e-01  2.4000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  2.4000e-01  2.7000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  2.7000e-01  3.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  3.0000e-01  3.3000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  3.3000e-01  3.6000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  3.6000e-01  3.9000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  3.9000e-01  4.2000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  4.2000e-01  4.5000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  4.5000e-01  4.8000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  4.8000e-01  5.1000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  5.1000e-01  5.4000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  5.4000e-01  5.7000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  5.7000e-01  6.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  6.0000e-01  6.3000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  6.3000e-01  6.6000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  6.6000e-01  6.9000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  6.9000e-01  7.2000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  7.2000e-01  7.5000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  7.5000e-01  7.8000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  7.8000e-01  8.1000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  8.1000e-01  8.4000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  8.4000e-01  8.7000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  8.7000e-01  9.0000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  9.0000e-01  9.3000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  9.3000e-01  9.6000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  9.6000e-01  9.9000e-01  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  9.9000e-01  1.0200e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.0200e+00  1.0500e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.0500e+00  1.0800e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.0800e+00  1.1100e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.1100e+00  1.1400e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.1400e+00  1.1700e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.1700e+00  1.2000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.2000e+00  1.2300e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.2300e+00  1.2600e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  1.2600e+00  1.2900e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
