PdfType: replica
Format: lhagrid1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
 -4.7682747e-08  6.7881221e-01  8.6780441e-01  8.6781228e-01  8.6782706e-01  7.3889351e+01  8.6966294e-01  8.6967820e-01  8.6436886e-01  6.7881233e-01 -4.7684686e-08 
  0.0000000e+00  8.8821948e-01  1.0773199e+00  1.0773445e+00  1.0773596e+00  9.2627991e+01  1.0792099e+00  1.0792254e+00  1.0738586e+00  8.8821959e-01  0.0000000e+00 
 -4.7683717e-08  1.1503582e+00  1.3395656e+00  1.3396074e+00  1.3396226e+00  1.1564935e+02  1.3414878e+00  1.3415035e+00  1.3360788e+00  1.1503582e+00 -4.7683717e-08 
  9.5367433e-08  1.4768780e+00  1.6661915e+00  1.6662506e+00  1.6662663e+00  1.4373228e+02  1.6681463e+00  1.6681626e+00  1.6626790e+00  1.4768784e+00  9.5367433e-08 
 -6.3578291e-08  1.8814259e+00  2.0708442e+00  2.0709214e+00  2.0709374e+00  1.7776007e+02  2.0728326e+00  2.0728490e+00  2.0673053e+00  1.8814261e+00 -6.3578291e-08 
 -9.5367433e-08  2.3798909e+00  2.5694125e+00  2.5695078e+00  2.5695245e+00  2.1872980e+02  2.5714340e+00  2.5714507e+00  2.5658469e+00  2.3798904e+00 -9.5367433e-08 
  1.9073487e-07  2.9906676e+00  3.1802917e+00  3.1804061e+00  3.1804225e+00  2.6776233e+02  3.1823480e+00  3.1823654e+00  3.1766999e+00  2.9906681e+00  1.9073487e-07 
  1.9073487e-07  3.7349460e+00  3.9246712e+00  3.9248042e+00  3.9248214e+00  3.2611267e+02  3.9267619e+00  3.9267793e+00  3.9210517e+00  3.7349455e+00  1.9073487e-07 
 -1.2715658e-07  4.6370082e+00  4.8268332e+00  4.8269858e+00  4.8270040e+00  3.9518085e+02  4.8289614e+00  4.8289795e+00  4.8231883e+00  4.6370091e+00 -1.2715658e-07 
  3.8146973e-07  5.7245650e+00  5.9144893e+00  5.9146624e+00  5.9146805e+00  4.7652307e+02  5.9166517e+00  5.9166703e+00  5.9108148e+00  5.7245650e+00  3.8146973e-07 
 -1.9073487e-07  7.0290918e+00  7.2191133e+00  7.2193065e+00  7.2193246e+00  5.7186353e+02  7.2213125e+00  7.2213306e+00  7.2154112e+00  7.0290909e+00 -1.9073487e-07 
 -5.0862633e-07  8.5862064e+00  8.7763233e+00  8.7765388e+00  8.7765570e+00  6.8310626e+02  8.7785616e+00  8.7785797e+00  8.7725945e+00  8.5862064e+00 -5.0862633e-07 
 -2.3840888e-08  6.6171688e-01  8.5206521e-01  8.5217518e-01  8.5219198e-01  7.0253586e+01  8.5414857e-01  8.5416585e-01  8.4841388e-01  6.6171688e-01 -2.3842828e-08 
 -4.7683717e-08  8.6080158e-01  1.0512422e+00  1.0513713e+00  1.0513884e+00  8.8086769e+01  1.0533605e+00  1.0533782e+00  1.0475640e+00  8.6080158e-01 -4.7683717e-08 
 -1.5894573e-08  1.1100317e+00  1.3005638e+00  1.3007127e+00  1.3007302e+00  1.0997266e+02  1.3027179e+00  1.3027360e+00  1.2968582e+00  1.1100317e+00 -1.5894573e-08 
  3.1789146e-08  1.4204080e+00  1.6110307e+00  1.6111995e+00  1.6112173e+00  1.3663956e+02  1.6132209e+00  1.6132393e+00  1.6072977e+00  1.4204080e+00  3.1789146e-08 
  1.1126200e-07  1.8047912e+00  1.9955032e+00  1.9956925e+00  1.9957107e+00  1.6891161e+02  1.9977300e+00  1.9977489e+00  1.9917419e+00  1.8047910e+00  1.1126200e-07 
  6.3578291e-08  2.2781246e+00  2.4689252e+00  2.4691358e+00  2.4691544e+00  2.0771716e+02  2.4711900e+00  2.4712090e+00  2.4651361e+00  2.2781246e+00  6.3578291e-08 
 -1.2715658e-07  2.8576784e+00  3.0485651e+00  3.0487974e+00  3.0488162e+00  2.5409769e+02  3.0508680e+00  3.0508878e+00  3.0447478e+00  2.8576784e+00 -1.2715658e-07 
 -1.9073487e-07  3.5633042e+00  3.7542775e+00  3.7545319e+00  3.7545512e+00  3.0921692e+02  3.7566192e+00  3.7566397e+00  3.7504313e+00  3.5633042e+00 -1.9073487e-07 
  0.0000000e+00  4.4177151e+00  4.6087723e+00  4.6090498e+00  4.6090693e+00  3.7437051e+02  4.6111536e+00  4.6111751e+00  4.6048975e+00  4.4177141e+00  0.0000000e+00 
 -3.8146973e-07  5.4467754e+00  5.6379166e+00  5.6382165e+00  5.6382365e+00  4.5099576e+02  5.6403394e+00  5.6403599e+00  5.6340132e+00  5.4467754e+00 -3.8146973e-07 
 -3.8146973e-07  6.6798177e+00  6.8710413e+00  6.8713641e+00  6.8713846e+00  5.4068207e+02  6.8735027e+00  6.8735251e+00  6.8671079e+00  6.6798177e+00 -3.8146973e-07 
 -2.5431316e-07  8.1499720e+00  8.3412752e+00  8.3416233e+00  8.3416433e+00  6.4518140e+02  8.3437796e+00  8.3438015e+00  8.3373137e+00  8.1499720e+00 -2.5431316e-07 
 -4.7682260e-08  6.4505213e-01  8.3658779e-01  8.3681679e-01  8.3683586e-01  6.6796730e+01  8.3892125e-01  8.3894080e-01  8.3270723e-01  6.4505202e-01 -4.7685170e-08 
  0.0000000e+00  8.3432060e-01  1.0259340e+00  1.0261850e+00  1.0262045e+00  8.3767815e+01  1.0283065e+00  1.0283265e+00  1.0220249e+00  8.3432060e-01  0.0000000e+00 
 -4.7683717e-08  1.0712727e+00  1.2629634e+00  1.2632368e+00  1.2632563e+00  1.0457287e+02  1.2653753e+00  1.2653959e+00  1.2590256e+00  1.0712731e+00 -4.7683717e-08 
