PdfType: replica
Format: lhagrid1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  4.7660432e-08  1.5886810e-08 -5.7835941e+00  4.8137918e+00  4.8137918e+00  1.1295780e+01  4.8147564e+00  4.8147583e+00 -5.7828364e+00  1.5902334e-08  4.7706997e-08 
 -1.5894573e-08  4.7232963e-02 -5.7112184e+00  4.8438821e+00  4.8438821e+00  2.1224279e+01  4.8448548e+00  4.8448567e+00 -5.7104554e+00  4.7232963e-02 -1.5894573e-08 
  0.0000000e+00  1.2644972e-01 -5.6068974e+00  4.9059744e+00  4.9059744e+00  3.4552139e+01  4.9069548e+00  4.9069571e+00 -5.6061273e+00  1.2644972e-01  0.0000000e+00 
  7.9472862e-08  2.4746297e-01 -5.4608226e+00  5.0098829e+00  5.0098834e+00  5.2008411e+01  5.0108714e+00  5.0108728e+00 -5.4600472e+00  2.4746300e-01  7.9472862e-08 
 -9.5367433e-08  4.2200372e-01 -5.2612624e+00  5.1673417e+00  5.1673417e+00  7.4426018e+01  5.1683373e+00  5.1683397e+00 -5.2604823e+00  4.2200372e-01 -9.5367433e-08 
  1.1126200e-07  6.6396773e-01 -4.9943295e+00  5.3922467e+00  5.3922458e+00  1.0275126e+02  5.3932519e+00  5.3932548e+00 -4.9935408e+00  6.6396785e-01  1.1126200e-07 
 -1.2715658e-07  9.8968250e-01 -4.6436920e+00  5.7009282e+00  5.7009282e+00  1.3805391e+02  5.7019405e+00  5.7019424e+00 -4.6428995e+00  9.8968261e-01 -1.2715658e-07 
  6.3578291e-08  1.4181938e+00 -4.1903110e+00  6.1124320e+00  6.1124320e+00  1.8153767e+02  6.1134534e+00  6.1134553e+00 -4.1895123e+00  1.4181938e+00  6.3578291e-08 
  1.9073487e-07  1.9715718e+00 -3.6121171e+00  6.6488314e+00  6.6488323e+00  2.3455113e+02  6.6498628e+00  6.6498637e+00 -3.6113114e+00  1.9715718e+00  1.9073487e-07 
 -9.5367433e-08  2.6752408e+00 -2.8836887e+00  7.3355513e+00  7.3355513e+00  2.9859897e+02  7.3365912e+00  7.3365932e+00 -2.8828773e+00  2.6752403e+00 -9.5367433e-08 
  1.9073487e-07  3.5583270e+00 -1.9758993e+00  8.2017202e+00  8.2017193e+00  3.7535397e+02  8.2027683e+00  8.2027712e+00 -1.9750818e+00  3.5583270e+00  1.9073487e-07 
  3.8146973e-07  4.6540341e+00 -8.5555100e-01  9.2805433e+00  9.2805414e+00  4.6666895e+02  9.2815971e+00  9.2815990e+00 -8.5472703e-01  4.6540327e+00  3.8146973e-07 
 -2.3853499e-08 -2.3837977e-08 -5.5166726e+00  4.6335473e+00  4.6335473e+00  1.1229698e+01  4.6345801e+00  4.6345820e+00 -5.5158639e+00 -2.3845738e-08 -2.3830216e-08 
